date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2020-06-17 01:00:00 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 1ddc04ef6cd14acaad9d49cf1ec3d190 10.211.112.103 - - 200 0 0 9437
2020-06-17 01:00:00 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 ea3c256a576049f8a88c95c0416a0db0 10.211.112.103 - - 200 0 0 22235
2020-06-17 01:00:00 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 6a6f9b79833f4b9393fe455ced675b47 10.211.112.103 - - 200 0 0 9890
2020-06-17 01:00:00 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 d1755b4872cd487c9f564c1efbd47feb 10.211.112.103 - - 200 0 0 9172
2020-06-17 01:00:00 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 1e7f87367c0342e2919c5b36b29d5b98 10.211.112.103 - - 200 0 0 9594
2020-06-17 01:00:00 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 f3c6f84db77341b0bfbe9d37935a4dd0 10.211.112.103 - - 200 0 0 29641
2020-06-17 01:00:00 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 0e7ff41a61fe4862a7a200c1edb426ef 10.211.112.103 - - 200 0 0 29610
2020-06-17 01:00:00 10.211.123.224 POST /services/printing/cart/api/UpdatePickupMethod - 80 448abd0139af46829abc705e15fc87d3 10.211.112.103 - - 200 0 0 22578
2020-06-17 01:00:01 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 fdb8942c16d743e28462939705ec2356 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 48048
2020-06-17 01:00:01 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 cf383aaf26714eedb9b59fa960f0d361 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 48423
2020-06-17 01:00:01 10.211.123.224 POST /services/printing/PC.WebServices/CartService.svc/GetCartItemCounts - 80 177a794eea75412a8b60441fcd663c15 10.211.112.103 Python/3.8+aiohttp/3.6.2 - 200 0 0 62689
